"diseaseID","disease_name","part","age","infect","insurance","department","checklist","treatment","drugs","period","rate","money"
7358,三尖瓣畸形,心脏,新生儿,无传染性,非医保疾病,心胸外科,心电图 多普勒超声心动图 [详细],未知,应该如何用药？用什么药？,nan,暂无相关资料,nan
7359,投掷运动,颅脑,所有人群,无传染性,非医保疾病,神经内科,MRI 血液生化六项 [详细],药物治疗、手术治疗 ,加巴喷丁 谷氨酸,1-3个月,70%,nan
7360,塞泽里综合征,皮肤 血液血管,所有人群,无传染性,非医保疾病,血液科 皮肤科,细胞组织化学染色 免疫病理检查 [详细],药物治疗 ,维A酸片 醋酸地塞米松片 甲泼尼龙片,3个月,40%,nan
7361,肾异位血管及副血管,肾 血液血管,所有人群,无传染性,非医保疾病,泌尿外科 血管外科,静脉尿路造影 肾脏B超 [详细],治疗以手术为主 ,金甲排石胶囊 金匮肾气片,2-4周,60%,nan
7362,腹直肌自发性破裂,腹部 肌肉,所有人群,无传染性,非医保疾病,普外科,胸透 腹部平片 [详细],病因治疗、对症治疗 ,注射用硫酸核糖,1-2个月,外科手术治愈率约为85%-95%,nan
7363,小儿期前收缩,心脏,婴幼儿,无传染性,非医保疾病,儿科 心血管内科,心电图 尿常规 多普勒超声心动图 胸部平片 [详细],药物治疗 ,酒石酸美托洛尔 烟酰胺注射液,3--8周,50--70%,nan
7364,小儿脑挫裂伤,颅脑,小儿,无传染性,非医保疾病,儿科 脑外科,颅脑MRI 颅脑CT [详细],未知,托吡酯片 茴拉西坦颗粒 珍宝丸,nan,暂无相关资料,nan
7365,骨包囊虫病,骨,牧区人,有传染性,非医保疾病,骨科 传染科,四肢的骨和关节平片 皮内试验 寄生虫感染免疫检测 [详细],药物治疗 ,骨痛药酒 骨痛灵酊 吡喹酮片,nan,95%,市三甲医院约（3000 — 8000元）;
7366,小儿巴德-吉亚利综合征,肝 血液血管,小儿,无传染性,非医保疾病,儿科 肝胆外科,肝功能 腹水检查 肝脏超声检查 血管造影 [详细],未知,右旋糖酐铁片 右旋糖酐铁片 呋塞米注射液,nan,暂无相关资料,nan
7367,黏多糖贮积症Ⅷ型,全身,儿童,无传染性,非医保疾病,内分泌科 儿科,尿液粘多糖检测 [详细],药物治疗 ,肠多糖片 肠多糖片 肠多糖片,终身治疗,对症治疗为主，无法彻底根治,nan
7368,匐行性脉络膜炎,眼,所有人群,无传染性,非医保疾病,眼科,视野检查 [详细],药物治疗 ,曲克芦丁氯化钠 杞菊地黄口服液,1-3月,95%,市三甲医院约1000--3000
7369,黏脂贮积症Ⅰ型,全身,儿童,无传染性,非医保疾病,内分泌科 儿科,尿液粘多糖检测 [详细],药物治疗 ,卡马西平片 氨咖甘片 甲钴胺片,3个月,40%,nan
7370,小儿脱屑性肺炎,肺,儿童,无传染性,非医保疾病,儿科 呼吸内科,血液生化六项 动脉血气分析 肺活检 血清抗核抗体或抗核因子 狼疮细胞试验 [详细],中医药物治疗、西医药物治疗 ,泼尼松 泼尼松 泼尼松,1-3个月,60%,nan
7371,小儿磷酸酶过少症,全身,儿童,无传染性,非医保疾病,儿科 血液科,血清骨碱性磷酸酶 尿碱性磷酸酶 血清碱性磷酸酶 [详细],药物治疗 ,注射用头孢他啶 注射用头孢他啶,3个月,40%,nan
7372,小儿药物诱发的溶血性贫血,血液血管,小儿,无传染性,非医保疾病,儿科 血液科,红细胞检查 葡萄糖6-磷酸脱氢酶荧光斑点试验 间接抗人球蛋白试验 直接抗人球蛋白试验 血凝试验 [详细],未知,硫唑嘌呤片 硫唑嘌呤片 维生素E软胶囊,nan,暂无相关资料,nan
7373,小儿限制型心肌病,心脏,婴幼儿,无传染性,非医保疾病,儿科 心血管内科,胸透 二维超声心动图 心电图 [详细],对症治疗 ,甲磺酸培氟沙星 甲磺酸培氟沙星 甲磺酸培氟沙星,需要终身治疗,需要终身治疗，目前不能治愈,nan
7374,小儿高黏稠综合征,血液血管,儿童,无传染性,非医保疾病,儿科 血液科,血浆纤维蛋白原 红细胞压积 [详细],西医药物治疗 ,高三尖杉酯碱注 心脑欣丸 氨茶碱,1-3个月,70%-85%,nan
7375,小儿烹调综合征,腹部 血液血管,儿童,无传染性,非医保疾病,儿科 内科,心电图 脑电图 颅脑CT 肌电图 尿常规 [详细],中医药物治疗、西医药物治疗 ,盐酸羟嗪片,3-6个月,65%,nan
7376,原发免疫性疾病相关的淋巴增殖性疾病,淋巴,所有人群,无传染性,非医保疾病,血液科,混合淋巴细胞培养试验 [详细],药物治疗 ,环孢素软胶囊 环孢素软胶囊 注射用重组人干,2-3个月,40%,市三甲医院约（50000 —— 60000元）
7377,黏多糖贮积症Ⅵ型,全身,儿童,无传染性,非医保疾病,内分泌科 儿科,尿液粘多糖检测 四肢的骨和关节平片 脊柱椎体平扫 头颅平片 头颅大小 [详细],手术治疗、药物治疗 ,肠多糖片 肠多糖片 棕榈氯霉素(B型,nan,10%-20%,nan
7378,西方马型脑炎,颅脑,所有人群,有传染性,非医保疾病,神经内科 传染科,血清阳离子 白细胞分类计数 脑脊液检查-化学检查-蛋白质检查 脑脊液细胞分类计数 脑脊液钙 淋巴细胞脉络丛脑膜炎补体结合试验 脑脊液结合型髓鞘碱性蛋白 [详细],支持治疗、对症治疗 ,丹曲林钠胶囊 七十味珍珠丸 偏瘫复原丸,1年,50%,市三甲医院约（50000 —— 80000元）;
7379,先天性膀胱颈挛缩,膀胱,中年妇女,无传染性,非医保疾病,泌尿外科,膀胱镜 [详细],药物治疗、手术治疗 ,非那雄胺片,1-2个月,75%(上述为外科手术治疗),nan
7380,先天性短食管,食管,所有人群,无传染性,医保疾病,心胸外科,上消化道造影 螺旋CT [详细],病因治疗、对症治疗 ,奥美拉唑 兰索拉唑,10天,60%,nan
7381,小儿骨硬化病,骨 血液血管,婴儿和幼儿,无传染性,非医保疾病,儿科 骨科,骨髓显像 血液生化六项 [详细],药物治疗 ,舒筋活血片 骨折挫伤胶囊 注射用头孢哌酮,30天,暂无相关资料,nan
7382,红细胞生成性卟啉病,血液血管,所有人群,无传染性,非医保疾病,血液科,红细胞九分图分析 肌红蛋白 红细胞寿命 RDW 红细胞体积指数 [详细],病因治疗、对症治疗 暂无 ,天然胡萝卜素胶 天然胡萝卜素胶 磷酸氯喹片,3-5年,10-30%,nan
7383,进行性骨干发育不全,骨,青少年,无传染性,非医保疾病,骨科,发育与体型 骨与关节MRI 四肢的骨和关节平片 关节检查 骨关节及软组织CT [详细],中医药物治疗、西医药物治疗 ,牡蛎碳酸钙咀嚼 牡蛎碳酸钙胶囊 碳酸钙咀嚼片,3-6月,70%,nan
7384,小儿硬脑膜下血肿,颅脑,小儿,无传染性,非医保疾病,脑外科 内科,颅脑CT [详细],手术治疗、对症治疗 ,氯霉素片 氯霉素片 头孢克肟片,1-3个月,一般95%可以完全治愈,nan
7385,黏多糖贮积症Ⅶ型,全身,儿童,无传染性,非医保疾病,内分泌科 儿科,尿液粘多糖检测 骨髓显像 四肢的骨和关节平片 骨与关节MRI [详细],药物治疗 ,棕榈氯霉素(B型 阿莫西林克拉维 阿莫西林颗粒,2-4月,75%,nan
7386,主动脉肠道瘘,肠 血液血管,所有人群,无传染性,非医保疾病,血管外科 胃肠外科,十二指肠钡餐造影 细菌学检验 [详细],手术治疗 ,吲哚美辛呋喃唑,1-2个月,外科手术治愈率约为75%,nan
7387,子烦,全身,妊娠妇女,无传染性,非医保疾病,中医科,nan,自我调整、心理治疗、中医药物治疗 ,清热凉血丸 清热凉血膏 清热凉血膏,1-2个月,70%,nan
7388,子喑,咽喉,孕妇,无传染性,非医保疾病,中医科,妊娠检查 [详细],药物治疗 ,应该如何用药？用什么药？,1-2个月,90%,nan
7389,小儿食管化学性烧伤,食管,所有幼儿可见,无传染性,非医保疾病,消化内科 普外科,纤维食管镜 [详细],药物治疗、手术治疗 ,硫酸庆大霉素 硫酸庆大霉素,21天,93%,nan
7390,桡骨小头骨骺分离,上肢骨,儿童,无传染性,非医保疾病,骨科,关节检查 四肢的骨和关节平片 MRI X线碘油造影 [详细],手法复位、石膏固定、手术治疗 ,百宝丹胶囊 归龙筋骨宁片 复方骨肽注射液,治疗周期30天,治愈率85%,nan
7391,小儿α1-抗胰蛋白酶缺乏症,肝 肺,婴儿,无传染性,非医保疾病,儿科 内分泌科,肝功能 [详细],药物治疗 ,达那唑 达那唑 达那唑,1-3个月,40%,nan
7392,遗传性凝血因子Ⅶ缺乏,血液血管,所有人群,无传染性,非医保疾病,血液科,简易凝血酶生成试验 简易凝血活酶生成纠正试验 凝血酶原时间 凝血因子活性 复钙时间 [详细],药物治疗、手术治疗 ,人凝血因子Ⅷ 人凝血因子Ⅷ 人凝血因子Ⅷ,3个月,40%,nan
7393,郁冒,全身,所有人,无传染性,非医保疾病,中医科,nan,药物治疗 ,应该如何用药？用什么药？,nan,100%,nan
7394,小儿海蓝组织细胞增生症,全身,小儿,无传染性,非医保疾病,儿科 血液科,骨髓各系细胞形态学检查 脑电图 肝脏超声检查 [详细],手术治疗 对症治疗.. ,转移因子口服溶 转移因子口服溶,1-3年,暂无相关资料,nan
7395,小儿埃可及柯萨奇病毒感染,颅脑 心脏,小儿,有传染性,非医保疾病,儿科 血液科,血清特异性IgE抗体 [详细],中医治疗 支持治疗 ,利巴韦林注射液 利巴韦林葡萄糖,1-3个月,75%,市三甲医院约（1000——3000元）;
7396,多发性骨骺发育异常,骨,幼儿及少年多见,无传染性,非医保疾病,骨科,骨髓显像 静态骨显像 [详细],药物治疗 ,独一味胶囊 骨康胶囊 *正骨水,nan,50%,nan
7397,小儿锥体功能不良综合征,眼,小儿,无传染性,非医保疾病,儿科 眼科,脑诱发电位 暗适应曲线 视力 病理反射检查 戈登征 [详细],未知,应该如何用药？用什么药？,nan,暂无相关资料,nan
7398,先天性红细胞膜病,血液血管,所有人群,无传染性,非医保疾病,血液科 内科,血红蛋白 球形红细胞 骨髓各系细胞形态学检查 异常红细胞形态 [详细],手术治疗 ,23价肺炎球菌多 23价肺炎球菌多,2-3月,20%,nan
7399,乙状结肠造口旁沟疝,腹部 盆腔,结肠造口手术后肠蠕动恢复期或出院前,无传染性,非医保疾病,普外科 胃肠外科,腹部透视 腹部外形触诊 腹部平片 [详细],手术治疗 ,应该如何用药？用什么药？,7-14天,100%,nan
7400,脉络膜缺血,眼,所有人群,无传染性,医保疾病,眼科,nan,对症治疗 ,应该如何用药？用什么药？,1-2年,30-50%(以控制症状为主),nan
7401,气单胞菌肺炎,肺,所有人群,无传染性,非医保疾病,呼吸内科,胸透 直接涂片检查 真菌培养 [详细],药物治疗 ,氧氟沙星胶囊 盐酸环丙沙星片 盐酸左氧氟沙星,2-3月,90%,市三甲医院约（1000-5000元）
7402,小儿阵发性室性心动过速,心脏,婴幼儿,无传染性,非医保疾病,儿科 心血管内科,心电图 动态心电图 胸透 经食管超声心动图 多普勒超声心动图 [详细],药物治疗 ,地高辛片 地高辛片 盐酸普萘洛尔片,1-3个月,70%,nan
7403,小儿内脏幼虫移行症,肺,儿童,无传染性,非医保疾病,呼吸内科 消化内科,肺功能 皮肤试验 痰液寄生虫和虫卵 [详细],药物治疗 ,阿苯达唑颗粒 阿苯达唑颗粒,3-6个月,60-70%,nan
7404,医源性气管及主支气管损伤,气管 肺,做过支气管检查的人多见,无传染性,非医保疾病,呼吸内科 心胸外科,激发试验 支气管哮喘运动激发试验 电子支气管镜 支气管造影 纤维支气管镜 [详细],手术治疗、药物治疗 ,注射用头孢他啶 盐酸环丙沙星片,2-4周,80%,nan
7405,小儿透析失衡综合征,血液血管,儿童,无传染性,非医保疾病,血液科 儿科,血液电解质 脑脊液的显微镜检查 颅脑CT 心电图 动态心电图 [详细],减慢人工透析速度 ,呋塞米注射液 氢氯噻嗪片 氢氯噻嗪片,4-8周,70%,nan
7406,婴儿性骨皮质增生症,上肢骨 下肢骨,婴儿,无传染性,非医保疾病,儿科 骨科,血液生化六项 实体觉 皮肤定位觉 [详细],对症治疗、药物治疗 ,阿司匹林泡腾片 阿司匹林片,3-6个月,60%，以对症治疗为主,nan
7407,小儿急性血源性骨髓炎,骨髓,小儿,无传染性,非医保疾病,儿科 骨科,骨髓细菌培养 直接涂片检查 [详细],支持治疗 康复治疗 ,舒筋活血片 骨折挫伤胶囊 氨溴特罗口服溶,30天,55%,nan
7408,心脏钝性闭合伤,心脏,所有人群,无传染性,非医保疾病,心胸外科,M型超声心动图 [详细],药物治疗 ,果糖二磷酸钠胶 麝香保心丸 振源胶囊,1个月,80%,nan
7409,硬脊膜下脓肿,脊髓,所有人群,无传染性,非医保疾病,骨科,血沉方程K值 脑脊液检查-化学检查-蛋白质检查 脑脊液的显微镜检查 MRI [详细],手术治疗、药物治疗 ,阿莫西林 红霉素 罗红霉素,2-4月,60%,nan
7410,透明丝孢霉病,皮肤,所有人群,无传染性,非医保疾病,皮肤科 传染科,真菌感染的实验室检查 皮肤病理检查 [详细],中医药物治疗、西医药物治疗 ,诺氟沙星胶囊 氯霉素胶囊,2-4周,85%,nan
7411,镰状细胞贫血眼部病变,眼,所有人群,无传染性,非医保疾病,眼科 血液科,血液学特殊功能检查 血红蛋白S溶解度试验 异常红细胞形态 红细胞压积 红细胞生成素 [详细],中医药物治疗、西医药物治疗 ,注射用腺苷钴胺,1-3个月,30%,nan
7412,小儿肺泡性蛋白沉积症,肺,儿童人群,无传染性,非医保疾病,儿科 呼吸内科,支气管肺泡灌洗术 胸透 胸部CT 肺功能 [详细],手术治疗、药物治疗 ,乙酰半胱氨酸泡 乙酰半胱氨酸 乙酰半胱氨酸片,1-3个月,60-70%,nan
7413,软骨外胚层发育不全,全身 骨,婴幼儿,无传染性,非医保疾病,骨科,nan,手术治疗 ,应该如何用药？用什么药？,1个月,30%,nan
7414,小儿囊性纤维性变,肺 阑尾,儿童,无传染性,非医保疾病,儿科 呼吸内科,胰腺外分泌功能试验 动脉血气分析 胸透 胸部CT [详细],药物治疗 ,注射用夫西地酸 注射用夫西地酸 注射用夫西地酸,30天,90%,nan
7415,腹膜后腔液体渗病,腹膜,所有人群,无传染性,非医保疾病,消化内科 普外科,浆膜腔积液病原体 腹膜后充气造影 [详细],药物治疗 ,肠炎宁片 小儿腹泻宁糖浆 小儿腹泻贴,1个月,60%,nan
7416,芽生菌病样脓皮病,皮肤,所有人群,无传染性,非医保疾病,皮肤科,细胞组织化学染色 免疫病理检查 [详细],中医药物治疗、西医药物治疗 ,盐酸环丙沙星乳 高锰酸钾外用片 盐酸米诺环素胶,2-4月,90%,市三甲医院约（5000 —— 10000元）
7417,移植后淋巴增殖性疾病,淋巴,所有人群,无传染性,非医保疾病,泌尿外科,泌尿系统CT 泌尿感染类尿常规 [详细],放射治疗、药物治疗 ,阿昔洛韦片 阿昔洛韦片 更昔洛韦片,3-6月,80%,nan
7418,先天性尺桡骨性连接,前臂 上肢骨,儿童,无传染性,非医保疾病,骨科 手外科,nan,手术治疗 ,应该如何用药？用什么药？,2-4周,80%,nan
7419,厥证,全身,所有人,无传染性,非医保疾病,中医科,nan,药物治疗 ,四逆汤 四逆汤 四逆汤,nan,95%,nan
7420,髂骨取骨后盆侧腹壁疝,盆腔,老年人、多产妇女,无传染性,非医保疾病,普外科,nan,支持疗法 ,应该如何用药？用什么药？,7--21天,60--80%,nan
7421,妊娠合并红细胞增多症,血液血管 子宫,妊娠妇女,无传染性,非医保疾病,血液科 内科,红细胞二磷酸甘油转移酶 红细胞膜磷脂 红细胞寿命 RDW 红细胞生成素 [详细],药物治疗 支持性治疗 ,高三尖杉酯碱注 心脑欣丸 膦甲酸钠氯化钠,1-2个月,80%,nan
7422,小儿尤因肉瘤,肌肉,儿童,无传染性,非医保疾病,肿瘤科 儿科,肿瘤筛查 扫描电子显微镜 肿瘤受体显像 四肢的骨和关节平片 [详细],放疗、手术治疗 ,注射用放线菌素 注射用放线菌素,1--3个月,10%,nan
7423,丝状疣,全身 皮肤,多发于30岁以上女性患者,有传染性,非医保疾病,皮肤性病 皮肤科,nan,未知,丝状探条扩张器 百日咳杆菌毒素 丝状探条扩张器,nan,nan,nan
7424,原发性单克隆球蛋白病肾损害,血液血管 免疫系统,所有人群,无传染性,非医保疾病,肾内科 血液科,血液生化六项 骨髓象分析 肾脏切片 [详细],药物治疗 ,环磷酰胺 硫唑嘌呤,3周---6个月,60%,nan
7425,胫腓下联合前部分离,下肢骨 小腿,运动量大的成年人,无传染性,非医保疾病,骨科 中医科,四肢的骨和关节平片 [详细],手术治疗 ,骨康胶囊 正清风痛宁片 万通筋骨片,3个月,70%,nan
7426,巨吻棘头虫病,腹部,儿童,有传染性,医保疾病,消化内科 传染科,粪便寄生虫 [详细],药物治疗 ,盐酸左旋咪唑糖 阿苯达唑颗粒 复方阿苯达唑片,1-3月,85%,市三甲医院约（3000 —— 8000元）;
7427,先天性胃壁肌层缺损,胃,所有人群,无传染性,非医保疾病,胃肠外科 消化内科,腹部平片 [详细],手术治疗 ,甲磺酸培氟沙星 甲磺酸培氟沙星 甲磺酸培氟沙星,3-6个月,65%,nan
7428,小儿阿托品类中毒,全身,儿童,无传染性,非医保疾病,急诊科,脑膜刺激征 脑电图 颅脑CT [详细],洗胃、吐法 ,地塞米松磷酸钠 盐酸利多卡因注,2-4周,90%,nan
7429,椎弓结核,脊柱,有结核病者较常见,有传染性,非医保疾病,骨科 传染科,结核杆菌检查 血清鳞状上皮细胞癌抗原 结核杆菌血清学检查 结核杆菌基因检测 [详细],药物治疗、手术治疗 ,利福平胶囊 利福平胶囊,3个月,70%,不同医院收费标准不一致，市三甲医院约（10000-50000元）;
